lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-04-24 14:37:43.532920,,,,,27.0,0.10251116752624512,0.00047080570948310196,0.10251116752624512,0.06280266493558884,0.00022358071873895824,0.06280266493558884,,,
,2023-04-24 14:37:43.630983,,,,,27.0,,,,,,,0.14275282621383667,0.002645492786541581,0.14275282621383667
0.02,2023-04-24 14:38:36.816280,,,,,,,,,,,,,,
,2023-04-24 14:38:37.892282,0.09303843975067139,0.0003134881262667477,0.09303843975067139,4949.0,28.0,,,,,,,,,
0.02,2023-04-24 14:39:30.986436,,,,,,,,,,,,,,
,2023-04-24 14:39:33.582245,0.12825393676757812,0.00046800950076431036,0.12825393676757812,4999.0,28.0,,,,,,,,,
0.02,2023-04-24 14:43:03.035603,,,,,,,,,,,,,,
,2023-04-24 14:43:04.108194,0.26771605014801025,0.0023117561358958483,0.26771605014801025,5049.0,28.0,,,,,,,,,
,2023-04-24 14:43:33.820197,,,,,28.0,0.16280192136764526,0.0009814228396862745,0.16280192136764526,0.26269862055778503,0.004362898878753185,0.26269862055778503,,,
,2023-04-24 14:43:33.872928,,,,,28.0,,,,,,,0.13847476243972778,0.0026454359758645296,0.13847476243972778
0.02,2023-04-24 14:44:00.053997,,,,,,,,,,,,,,
,2023-04-24 14:44:01.121521,0.05506942793726921,0.00020361000497359782,0.05506942793726921,5099.0,29.0,,,,,,,,,
0.02,2023-04-24 14:44:53.917114,,,,,,,,,,,,,,
,2023-04-24 14:44:54.989669,0.17206484079360962,0.0012668566778302193,0.17206484079360962,5149.0,29.0,,,,,,,,,
0.02,2023-04-24 14:45:47.798951,,,,,,,,,,,,,,
,2023-04-24 14:45:48.877162,0.42658162117004395,0.01877082884311676,0.42658162117004395,5199.0,29.0,,,,,,,,,
0.02,2023-04-24 14:46:41.849331,,,,,,,,,,,,,,
,2023-04-24 14:46:42.911340,0.05787684768438339,0.00019919330952689052,0.05787684768438339,5249.0,29.0,,,,,,,,,
,2023-04-24 14:46:45.656582,,,,,29.0,0.07019130885601044,0.00029194229864515364,0.07019130885601044,0.1396886110305786,0.0006019254215061665,0.1396886110305786,,,
,2023-04-24 14:46:45.702302,,,,,29.0,,,,,,,0.15058445930480957,0.0023446520790457726,0.15058445930480957
0.02,2023-04-24 14:47:38.919632,,,,,,,,,,,,,,
,2023-04-24 14:47:39.994682,0.15589675307273865,0.0006276864442043006,0.15589675307273865,5299.0,30.0,,,,,,,,,
0.02,2023-04-24 14:48:33.041309,,,,,,,,,,,,,,
,2023-04-24 14:48:34.119702,0.1288166046142578,0.0006344753201119602,0.1288166046142578,5349.0,30.0,,,,,,,,,
0.02,2023-04-24 14:49:27.169030,,,,,,,,,,,,,,
,2023-04-24 14:49:28.239416,0.296113520860672,0.0031713794451206923,0.296113520860672,5399.0,30.0,,,,,,,,,
,2023-04-24 14:49:58.163953,,,,,30.0,0.1437114030122757,0.0006919801235198975,0.1437114030122757,0.048460278660058975,0.00017170258797705173,0.048460278660058975,,,
,2023-04-24 14:49:58.208831,,,,,30.0,,,,,,,0.14104416966438293,0.0030944624450057745,0.14104416966438293
0.02,2023-04-24 14:50:24.446176,,,,,,,,,,,,,,
,2023-04-24 14:50:25.518271,0.14793798327445984,0.0005568483611568809,0.14793798327445984,5449.0,31.0,,,,,,,,,
0.02,2023-04-24 14:51:18.369455,,,,,,,,,,,,,,
,2023-04-24 14:51:21.103075,0.1769811362028122,0.0008175091352313757,0.1769811362028122,5499.0,31.0,,,,,,,,,
0.02,2023-04-24 14:54:50.798903,,,,,,,,,,,,,,
,2023-04-24 14:54:51.873773,0.06334003806114197,0.0002470013569109142,0.06334003806114197,5549.0,31.0,,,,,,,,,
0.02,2023-04-24 14:55:44.712826,,,,,,,,,,,,,,
,2023-04-24 14:55:45.779552,0.15314823389053345,0.0014943417627364397,0.15314823389053345,5599.0,31.0,,,,,,,,,
,2023-04-24 14:55:48.535544,,,,,31.0,0.11339370161294937,0.00043420682777650654,0.11339370161294937,0.16185849905014038,0.0009120687609538436,0.16185849905014038,,,
,2023-04-24 14:55:48.643301,,,,,31.0,,,,,,,0.1533879041671753,0.0029130082111805677,0.1533879041671753
0.02,2023-04-24 14:56:42.014452,,,,,,,,,,,,,,
,2023-04-24 14:56:43.093051,0.05518773943185806,0.00019560741202440113,0.05518773943185806,5649.0,32.0,,,,,,,,,
0.02,2023-04-24 14:57:35.803546,,,,,,,,,,,,,,
,2023-04-24 14:57:36.871250,0.22408249974250793,0.0019169565057381988,0.22408249974250793,5699.0,32.0,,,,,,,,,
0.02,2023-04-24 14:58:29.604248,,,,,,,,,,,,,,
,2023-04-24 14:58:30.669190,0.04086378961801529,0.00014770394773222506,0.04086378961801529,5749.0,32.0,,,,,,,,,
,2023-04-24 14:59:00.424035,,,,,32.0,0.12283697724342346,0.0004625911242328584,0.12283697724342346,0.10938460379838943,0.0007733458187431097,0.10938460379838943,,,
,2023-04-24 14:59:00.491623,,,,,32.0,,,,,,,0.13703443109989166,0.0025050800759345293,0.13703443109989166
0.02,2023-04-24 14:59:26.633627,,,,,,,,,,,,,,
,2023-04-24 14:59:27.703046,0.09590999782085419,0.00040348575566895306,0.09590999782085419,5799.0,33.0,,,,,,,,,
0.02,2023-04-24 15:00:20.590346,,,,,,,,,,,,,,
,2023-04-24 15:00:21.669209,0.019066154956817627,7.83019931986928e-05,0.019066154956817627,5849.0,33.0,,,,,,,,,
0.02,2023-04-24 15:01:14.541911,,,,,,,,,,,,,,
,2023-04-24 15:01:15.617467,0.3346433937549591,0.005341622978448868,0.3346433937549591,5899.0,33.0,,,,,,,,,
0.02,2023-04-24 15:02:08.474057,,,,,,,,,,,,,,
,2023-04-24 15:02:09.536558,0.1779819279909134,0.0008497963426634669,0.1779819279909134,5949.0,33.0,,,,,,,,,
,2023-04-24 15:02:12.294990,,,,,33.0,0.10471950471401215,0.0005549669149331748,0.10471950471401215,0.09378542751073837,0.0004284574824851006,0.09378542751073837,,,
,2023-04-24 15:02:12.343597,,,,,33.0,,,,,,,0.13387031853199005,0.0012098225997760892,0.13387031853199005
0.02,2023-04-24 15:03:05.540696,,,,,,,,,,,,,,
,2023-04-24 15:03:07.357701,0.24697254598140717,0.004414289258420467,0.24697254598140717,5999.0,34.0,,,,,,,,,
0.02,2023-04-24 15:06:36.936748,,,,,,,,,,,,,,
,2023-04-24 15:06:38.014051,0.06870805472135544,0.0002394722105236724,0.06870805472135544,6049.0,34.0,,,,,,,,,
0.02,2023-04-24 15:07:31.088615,,,,,,,,,,,,,,
,2023-04-24 15:07:32.167719,0.24568034708499908,0.00458416435867548,0.24568034708499908,6099.0,34.0,,,,,,,,,
,2023-04-24 15:07:32.257669,,,,,34.0,,,,,,,0.14967501163482666,0.0023787631653249264,0.14967501163482666
