lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-04-24 09:44:09.328717,0.22883079946041107,0.0015812113415449858,0.22883079946041107,999.0,5.0,,,,,,,,,
0.02,2023-04-24 09:47:38.713277,,,,,,,,,,,,,,
,2023-04-24 09:47:39.786342,0.25168508291244507,0.020723117515444756,0.25168508291244507,1049.0,5.0,,,,,,,,,
,2023-04-24 09:47:42.541448,,,,,5.0,0.08848216384649277,0.0003862832090817392,0.08848216384649277,0.057996440678834915,0.00023751266417093575,0.057996440678834915,,,
,2023-04-24 09:47:42.591229,,,,,5.0,,,,,,,0.14025068283081055,0.0016216430813074112,0.14025068283081055
0.02,2023-04-24 09:48:35.625688,,,,,,,,,,,,,,
,2023-04-24 09:48:36.695887,0.28788480162620544,0.003208763198927045,0.28788480162620544,1099.0,6.0,,,,,,,,,
0.02,2023-04-24 09:49:29.338156,,,,,,,,,,,,,,
,2023-04-24 09:49:30.405668,0.07329908013343811,0.00025561059010215104,0.07329908013343811,1149.0,6.0,,,,,,,,,
0.02,2023-04-24 09:50:22.993921,,,,,,,,,,,,,,
,2023-04-24 09:50:24.053616,0.10647781193256378,0.00036115851253271103,0.10647781193256378,1199.0,6.0,,,,,,,,,
,2023-04-24 09:50:53.717897,,,,,6.0,0.10278225690126419,0.000388931977795437,0.10278225690126419,0.09569022059440613,0.0003767996095120907,0.09569022059440613,,,
,2023-04-24 09:50:53.774943,,,,,6.0,,,,,,,0.14469976723194122,0.002369392430409789,0.14469976723194122
0.02,2023-04-24 09:51:20.010752,,,,,,,,,,,,,,
,2023-04-24 09:51:21.086014,0.14327768981456757,0.0009916132548823953,0.14327768981456757,1249.0,7.0,,,,,,,,,
0.02,2023-04-24 09:52:13.990604,,,,,,,,,,,,,,
,2023-04-24 09:52:15.074456,0.11871673166751862,0.0006821395945735276,0.11871673166751862,1299.0,7.0,,,,,,,,,
0.02,2023-04-24 09:53:07.988058,,,,,,,,,,,,,,
,2023-04-24 09:53:09.058157,0.05795179679989815,0.00021564251801464707,0.05795179679989815,1349.0,7.0,,,,,,,,,
0.02,2023-04-24 09:54:01.896308,,,,,,,,,,,,,,
,2023-04-24 09:54:02.965741,0.030065659433603287,0.00011251685646129772,0.030065659433603287,1399.0,7.0,,,,,,,,,
,2023-04-24 09:54:05.731804,,,,,7.0,0.0676124170422554,0.0002460468967910856,0.0676124170422554,0.0730329155921936,0.0004244177835062146,0.0730329155921936,,,
,2023-04-24 09:54:05.821398,,,,,7.0,,,,,,,0.14522694051265717,0.003415676299482584,0.14522694051265717
0.02,2023-04-24 09:54:58.811553,,,,,,,,,,,,,,
,2023-04-24 09:54:59.886228,0.14796863496303558,0.0005390740116126835,0.14796863496303558,1449.0,8.0,,,,,,,,,
0.02,2023-04-24 09:55:52.785042,,,,,,,,,,,,,,
,2023-04-24 09:55:55.497746,0.025771204382181168,9.942754695657641e-05,0.025771204382181168,1499.0,8.0,,,,,,,,,
0.02,2023-04-24 09:59:25.447382,,,,,,,,,,,,,,
,2023-04-24 09:59:26.518192,0.09062617272138596,0.0007358806324191391,0.09062617272138596,1549.0,8.0,,,,,,,,,
,2023-04-24 09:59:56.211010,,,,,8.0,0.14786548912525177,0.010107816196978092,0.14786548912525177,0.16443443298339844,0.0020755426958203316,0.16443443298339844,,,
,2023-04-24 09:59:56.279097,,,,,8.0,,,,,,,0.14849799871444702,0.002887398237362504,0.14849799871444702
0.02,2023-04-24 10:00:22.386251,,,,,,,,,,,,,,
,2023-04-24 10:00:23.451824,0.06465880572795868,0.00022578021162189543,0.06465880572795868,1599.0,9.0,,,,,,,,,
0.02,2023-04-24 10:01:16.447726,,,,,,,,,,,,,,
,2023-04-24 10:01:17.523791,0.17183572053909302,0.0008334828307852149,0.17183572053909302,1649.0,9.0,,,,,,,,,
0.02,2023-04-24 10:02:10.269546,,,,,,,,,,,,,,
,2023-04-24 10:02:11.336690,0.2833665609359741,0.0035320990718901157,0.2833665609359741,1699.0,9.0,,,,,,,,,
0.02,2023-04-24 10:03:04.135055,,,,,,,,,,,,,,
,2023-04-24 10:03:05.194580,0.07746227830648422,0.0002700001932680607,0.07746227830648422,1749.0,9.0,,,,,,,,,
,2023-04-24 10:03:07.923853,,,,,9.0,0.08604524284601212,0.0002923839492723346,0.08604524284601212,0.09287842363119125,0.00044701711158268154,0.09287842363119125,,,
,2023-04-24 10:03:07.967684,,,,,9.0,,,,,,,0.14475186169147491,0.0026983749121427536,0.14475186169147491
0.02,2023-04-24 10:04:01.083838,,,,,,,,,,,,,,
,2023-04-24 10:04:02.157285,0.04610658437013626,0.00016731333744246513,0.04610658437013626,1799.0,10.0,,,,,,,,,
0.02,2023-04-24 10:04:55.169633,,,,,,,,,,,,,,
,2023-04-24 10:04:56.251594,0.043569862842559814,0.000154292763909325,0.043569862842559814,1849.0,10.0,,,,,,,,,
0.02,2023-04-24 10:05:49.055043,,,,,,,,,,,,,,
,2023-04-24 10:05:50.127270,0.09450848400592804,0.0003724874695762992,0.09450848400592804,1899.0,10.0,,,,,,,,,
,2023-04-24 10:06:19.871873,,,,,10.0,0.1626770943403244,0.0006485270569100976,0.1626770943403244,0.12358085811138153,0.000870383286383003,0.12358085811138153,,,
,2023-04-24 10:06:19.922401,,,,,10.0,,,,,,,0.138772651553154,0.003688313066959381,0.138772651553154
0.02,2023-04-24 10:06:46.086891,,,,,,,,,,,,,,
,2023-04-24 10:06:47.160957,0.13981196284294128,0.0006837344844825566,0.13981196284294128,1949.0,11.0,,,,,,,,,
0.02,2023-04-24 10:07:39.986842,,,,,,,,,,,,,,
,2023-04-24 10:07:41.897569,0.05453239008784294,0.00019507671822793782,0.05453239008784294,1999.0,11.0,,,,,,,,,
0.02,2023-04-24 10:11:11.413640,,,,,,,,,,,,,,
,2023-04-24 10:11:12.487899,0.027139773592352867,0.0001063312083715573,0.027139773592352867,2049.0,11.0,,,,,,,,,
0.02,2023-04-24 10:12:05.339346,,,,,,,,,,,,,,
,2023-04-24 10:12:06.409736,0.17190340161323547,0.0014306282391771674,0.17190340161323547,2099.0,11.0,,,,,,,,,
,2023-04-24 10:12:09.140787,,,,,11.0,0.10223963111639023,0.0007441588677465916,0.10223963111639023,0.10849989950656891,0.0006211069994606078,0.10849989950656891,,,
,2023-04-24 10:12:09.228363,,,,,11.0,,,,,,,0.1500643640756607,0.0017601968720555305,0.1500643640756607
0.02,2023-04-24 10:13:02.334989,,,,,,,,,,,,,,
,2023-04-24 10:13:03.407695,0.14506609737873077,0.0008581897709518671,0.14506609737873077,2149.0,12.0,,,,,,,,,
0.02,2023-04-24 10:13:56.454087,,,,,,,,,,,,,,
,2023-04-24 10:13:57.528504,0.05965634062886238,0.00023089934256859124,0.05965634062886238,2199.0,12.0,,,,,,,,,
0.02,2023-04-24 10:14:50.576642,,,,,,,,,,,,,,
,2023-04-24 10:14:51.655281,0.03079994022846222,0.00011152819206472486,0.03079994022846222,2249.0,12.0,,,,,,,,,
,2023-04-24 10:15:21.489164,,,,,12.0,0.1786976158618927,0.0023898885119706392,0.1786976158618927,0.21275022625923157,0.001666736090555787,0.21275022625923157,,,
,2023-04-24 10:15:21.530677,,,,,12.0,,,,,,,0.14442384243011475,0.0028482689522206783,0.14442384243011475
0.02,2023-04-24 10:15:47.683904,,,,,,,,,,,,,,
,2023-04-24 10:15:48.754046,0.06878863275051117,0.00023813461302779615,0.06878863275051117,2299.0,13.0,,,,,,,,,
0.02,2023-04-24 10:16:41.578177,,,,,,,,,,,,,,
,2023-04-24 10:16:42.654578,0.11425995826721191,0.00046221542288549244,0.11425995826721191,2349.0,13.0,,,,,,,,,
0.02,2023-04-24 10:17:35.665501,,,,,,,,,,,,,,
,2023-04-24 10:17:36.746567,0.2506801187992096,0.02042258158326149,0.2506801187992096,2399.0,13.0,,,,,,,,,
0.02,2023-04-24 10:18:29.793790,,,,,,,,,,,,,,
,2023-04-24 10:18:30.857950,0.16534391045570374,0.0011164193274453282,0.16534391045570374,2449.0,13.0,,,,,,,,,
,2023-04-24 10:18:33.637242,,,,,13.0,0.1029478907585144,0.0003814356168732047,0.1029478907585144,0.23212257027626038,0.0015032205265015364,0.23212257027626038,,,
,2023-04-24 10:18:33.687179,,,,,13.0,,,,,,,0.14587286114692688,0.0025691017508506775,0.14587286114692688
0.02,2023-04-24 10:19:26.832471,,,,,,,,,,,,,,
,2023-04-24 10:19:28.677810,0.18088161945343018,0.0012565795332193375,0.18088161945343018,2499.0,14.0,,,,,,,,,
0.02,2023-04-24 10:22:58.563870,,,,,,,,,,,,,,
,2023-04-24 10:22:59.634787,0.1399344801902771,0.00048139874706976116,0.1399344801902771,2549.0,14.0,,,,,,,,,
0.02,2023-04-24 10:23:52.368554,,,,,,,,,,,,,,
,2023-04-24 10:23:53.435226,0.18653513491153717,0.0009550572140142322,0.18653513491153717,2599.0,14.0,,,,,,,,,
,2023-04-24 10:24:23.263720,,,,,14.0,0.15745937824249268,0.007443360984325409,0.15745937824249268,0.2032051533460617,0.0009292378672398627,0.2032051533460617,,,
,2023-04-24 10:24:23.306605,,,,,14.0,,,,,,,0.1383986622095108,0.0025443253107368946,0.1383986622095108
0.02,2023-04-24 10:24:49.601740,,,,,,,,,,,,,,
,2023-04-24 10:24:50.682308,0.2456236034631729,0.0025992789305746555,0.2456236034631729,2649.0,15.0,,,,,,,,,
0.02,2023-04-24 10:25:43.607716,,,,,,,,,,,,,,
,2023-04-24 10:25:44.683259,0.06062480807304382,0.00021746725542470813,0.06062480807304382,2699.0,15.0,,,,,,,,,
0.02,2023-04-24 10:26:37.549686,,,,,,,,,,,,,,
,2023-04-24 10:26:38.620399,0.09443804621696472,0.0003191534196957946,0.09443804621696472,2749.0,15.0,,,,,,,,,
0.02,2023-04-24 10:27:31.483016,,,,,,,,,,,,,,
,2023-04-24 10:27:32.556104,0.10356698930263519,0.0003518582379911095,0.10356698930263519,2799.0,15.0,,,,,,,,,
,2023-04-24 10:27:35.326302,,,,,15.0,0.06689083576202393,0.0002534810046199709,0.06689083576202393,0.15610955655574799,0.0007204607245512307,0.15610955655574799,,,
,2023-04-24 10:27:35.427492,,,,,15.0,,,,,,,0.1401594579219818,0.00310327741317451,0.1401594579219818
0.02,2023-04-24 10:28:28.574927,,,,,,,,,,,,,,
,2023-04-24 10:28:29.646057,0.12058509886264801,0.0009080668678507209,0.12058509886264801,2849.0,16.0,,,,,,,,,
0.02,2023-04-24 10:29:22.654152,,,,,,,,,,,,,,
,2023-04-24 10:29:23.726336,0.17177364230155945,0.0013075253227725625,0.17177364230155945,2899.0,16.0,,,,,,,,,
0.02,2023-04-24 10:30:16.631439,,,,,,,,,,,,,,
,2023-04-24 10:30:17.700191,0.16917987167835236,0.0014621622394770384,0.16917987167835236,2949.0,16.0,,,,,,,,,
,2023-04-24 10:30:47.418340,,,,,16.0,0.1715840995311737,0.0026169572956860065,0.1715840995311737,0.08449070900678635,0.00029286666540428996,0.08449070900678635,,,
,2023-04-24 10:30:47.460771,,,,,16.0,,,,,,,0.14575105905532837,0.002299111569300294,0.14575105905532837
0.02,2023-04-24 10:31:13.580173,,,,,,,,,,,,,,
,2023-04-24 10:31:15.473188,0.11306647211313248,0.00042459293035790324,0.11306647211313248,2999.0,17.0,,,,,,,,,
0.02,2023-04-24 10:34:45.252138,,,,,,,,,,,,,,
,2023-04-24 10:34:46.320853,0.06733903288841248,0.00023028100258670747,0.06733903288841248,3049.0,17.0,,,,,,,,,
0.02,2023-04-24 10:35:39.050878,,,,,,,,,,,,,,
,2023-04-24 10:35:40.115640,0.15091566741466522,0.0008381821680814028,0.15091566741466522,3099.0,17.0,,,,,,,,,
0.02,2023-04-24 10:36:32.995337,,,,,,,,,,,,,,
,2023-04-24 10:36:34.057865,0.02815615013241768,0.00010958992061205208,0.02815615013241768,3149.0,17.0,,,,,,,,,
,2023-04-24 10:36:36.849381,,,,,17.0,0.28479281067848206,0.008576130494475365,0.28479281067848206,0.16193640232086182,0.0007972410530783236,0.16193640232086182,,,
,2023-04-24 10:36:36.914417,,,,,17.0,,,,,,,0.147133931517601,0.0023266831412911415,0.147133931517601
0.02,2023-04-24 10:37:30.040159,,,,,,,,,,,,,,
,2023-04-24 10:37:31.114132,0.04417116194963455,0.00015852719661779702,0.04417116194963455,3199.0,18.0,,,,,,,,,
0.02,2023-04-24 10:38:24.242619,,,,,,,,,,,,,,
,2023-04-24 10:38:25.325443,0.17260025441646576,0.001136123319156468,0.17260025441646576,3249.0,18.0,,,,,,,,,
0.02,2023-04-24 10:39:18.339328,,,,,,,,,,,,,,
,2023-04-24 10:39:19.413399,0.0972500890493393,0.000547063653357327,0.0972500890493393,3299.0,18.0,,,,,,,,,
,2023-04-24 10:39:49.162180,,,,,18.0,0.16250327229499817,0.0009483879548497498,0.16250327229499817,0.1288551688194275,0.0013321425067260861,0.1288551688194275,,,
,2023-04-24 10:39:49.230402,,,,,18.0,,,,,,,0.14209237694740295,0.00208487780764699,0.14209237694740295
0.02,2023-04-24 10:40:15.449179,,,,,,,,,,,,,,
,2023-04-24 10:40:16.524299,0.06883640587329865,0.00024815951474010944,0.06883640587329865,3349.0,19.0,,,,,,,,,
0.02,2023-04-24 10:41:09.429202,,,,,,,,,,,,,,
,2023-04-24 10:41:10.508913,0.05715814605355263,0.00019556583720259368,0.05715814605355263,3399.0,19.0,,,,,,,,,
0.02,2023-04-24 10:42:03.522467,,,,,,,,,,,,,,
,2023-04-24 10:42:04.592752,0.22743496298789978,0.003529213136062026,0.22743496298789978,3449.0,19.0,,,,,,,,,
0.02,2023-04-24 10:42:57.612426,,,,,,,,,,,,,,
,2023-04-24 10:42:59.457965,0.0891941487789154,0.0003855478425975889,0.0891941487789154,3499.0,19.0,,,,,,,,,
,2023-04-24 10:43:02.184474,,,,,19.0,0.1645650714635849,0.0007925092941150069,0.1645650714635849,0.12483085691928864,0.0009755636565387249,0.12483085691928864,,,
,2023-04-24 10:43:02.277681,,,,,19.0,,,,,,,0.14678165316581726,0.004427553620189428,0.14678165316581726
0.02,2023-04-24 10:46:32.131495,,,,,,,,,,,,,,
,2023-04-24 10:46:33.214769,0.13348281383514404,0.0005779257044196129,0.13348281383514404,3549.0,20.0,,,,,,,,,
0.02,2023-04-24 10:47:26.221859,,,,,,,,,,,,,,
,2023-04-24 10:47:27.301916,0.16504544019699097,0.0007317147683352232,0.16504544019699097,3599.0,20.0,,,,,,,,,
0.02,2023-04-24 10:48:20.339994,,,,,,,,,,,,,,
,2023-04-24 10:48:21.416392,0.1984509825706482,0.0011289800750091672,0.1984509825706482,3649.0,20.0,,,,,,,,,
,2023-04-24 10:48:51.292805,,,,,20.0,0.07223424315452576,0.00028372867382131517,0.07223424315452576,0.10674726217985153,0.00043088069651275873,0.10674726217985153,,,
,2023-04-24 10:48:51.342664,,,,,20.0,,,,,,,0.1388198286294937,0.004049764480441809,0.1388198286294937
0.02,2023-04-24 10:49:17.694583,,,,,,,,,,,,,,
,2023-04-24 10:49:18.776464,0.17922300100326538,0.0007834639982320368,0.17922300100326538,3699.0,21.0,,,,,,,,,
0.02,2023-04-24 10:50:11.610664,,,,,,,,,,,,,,
,2023-04-24 10:50:12.683201,0.11124882102012634,0.000449291430413723,0.11124882102012634,3749.0,21.0,,,,,,,,,
0.02,2023-04-24 10:51:05.428504,,,,,,,,,,,,,,
,2023-04-24 10:51:06.495459,0.14088910818099976,0.0007783093024045229,0.14088910818099976,3799.0,21.0,,,,,,,,,
0.02,2023-04-24 10:51:59.297954,,,,,,,,,,,,,,
,2023-04-24 10:52:00.361448,0.2789567708969116,0.0019114763708785176,0.2789567708969116,3849.0,21.0,,,,,,,,,
,2023-04-24 10:52:03.085717,,,,,21.0,0.2038937509059906,0.0010625007562339306,0.2038937509059906,0.1430332064628601,0.0005628876388072968,0.1430332064628601,,,
,2023-04-24 10:52:03.130423,,,,,21.0,,,,,,,0.14314723014831543,0.0041394103318452835,0.14314723014831543
0.02,2023-04-24 10:52:56.181860,,,,,,,,,,,,,,
,2023-04-24 10:52:57.255531,0.21921290457248688,0.0029203295707702637,0.21921290457248688,3899.0,22.0,,,,,,,,,
0.02,2023-04-24 10:53:50.013371,,,,,,,,,,,,,,
,2023-04-24 10:53:51.087395,0.21700908243656158,0.0014056179206818342,0.21700908243656158,3949.0,22.0,,,,,,,,,
0.02,2023-04-24 10:54:43.838209,,,,,,,,,,,,,,
,2023-04-24 10:54:45.750697,0.09923914074897766,0.0004917875048704445,0.09923914074897766,3999.0,22.0,,,,,,,,,
,2023-04-24 10:57:53.103920,,,,,22.0,0.13461504876613617,0.0005191048257984221,0.13461504876613617,0.2038017213344574,0.003246100852265954,0.2038017213344574,,,
,2023-04-24 10:57:53.149456,,,,,22.0,,,,,,,0.14147889614105225,0.0032898469362407923,0.14147889614105225
0.02,2023-04-24 10:58:19.462647,,,,,,,,,,,,,,
,2023-04-24 10:58:20.541297,0.05200241878628731,0.00021772223408333957,0.05200241878628731,4049.0,23.0,,,,,,,,,
0.02,2023-04-24 10:59:13.546880,,,,,,,,,,,,,,
,2023-04-24 10:59:14.618362,0.22371700406074524,0.0012152825947850943,0.22371700406074524,4099.0,23.0,,,,,,,,,
0.02,2023-04-24 11:00:07.461511,,,,,,,,,,,,,,
,2023-04-24 11:00:08.522789,0.22531619668006897,0.0037483475171029568,0.22531619668006897,4149.0,23.0,,,,,,,,,
0.02,2023-04-24 11:01:01.292238,,,,,,,,,,,,,,
,2023-04-24 11:01:02.355566,0.259311705827713,0.004395927302539349,0.259311705827713,4199.0,23.0,,,,,,,,,
,2023-04-24 11:01:05.119376,,,,,23.0,0.027099333703517914,0.0001020143463392742,0.027099333703517914,0.17769746482372284,0.001375175779685378,0.17769746482372284,,,
,2023-04-24 11:01:05.225097,,,,,23.0,,,,,,,0.13862228393554688,0.002949933521449566,0.13862228393554688
0.02,2023-04-24 11:01:58.486169,,,,,,,,,,,,,,
,2023-04-24 11:01:59.569989,0.21021677553653717,0.0017443676479160786,0.21021677553653717,4249.0,24.0,,,,,,,,,
0.02,2023-04-24 11:02:52.443107,,,,,,,,,,,,,,
,2023-04-24 11:02:53.518587,0.10511193424463272,0.0003756462247110903,0.10511193424463272,4299.0,24.0,,,,,,,,,
0.02,2023-04-24 11:03:46.428881,,,,,,,,,,,,,,
,2023-04-24 11:03:47.505657,0.03625674173235893,0.00013513551675714552,0.03625674173235893,4349.0,24.0,,,,,,,,,
,2023-04-24 11:04:17.288847,,,,,24.0,0.11894278973340988,0.0007942099473439157,0.11894278973340988,0.12460508942604065,0.0008374493918381631,0.12460508942604065,,,
,2023-04-24 11:04:17.351797,,,,,24.0,,,,,,,0.14270755648612976,0.0018610445549711585,0.14270755648612976
0.02,2023-04-24 11:04:43.564426,,,,,,,,,,,,,,
,2023-04-24 11:04:44.638033,0.06289562582969666,0.0002345387765672058,0.06289562582969666,4399.0,25.0,,,,,,,,,
0.02,2023-04-24 11:05:37.704332,,,,,,,,,,,,,,
,2023-04-24 11:05:38.779814,0.021888958290219307,8.595279359724373e-05,0.021888958290219307,4449.0,25.0,,,,,,,,,
0.02,2023-04-24 11:06:31.836820,,,,,,,,,,,,,,
,2023-04-24 11:06:33.672734,0.2194913923740387,0.0014712519478052855,0.2194913923740387,4499.0,25.0,,,,,,,,,
0.02,2023-04-24 11:10:03.665896,,,,,,,,,,,,,,
,2023-04-24 11:10:04.738041,0.2423994392156601,0.0022991180885583162,0.2423994392156601,4549.0,25.0,,,,,,,,,
,2023-04-24 11:10:07.574845,,,,,25.0,0.15690256655216217,0.0008017915533855557,0.15690256655216217,0.17858700454235077,0.0011394987814128399,0.17858700454235077,,,
,2023-04-24 11:10:07.631307,,,,,25.0,,,,,,,0.14293183386325836,0.0019119507633149624,0.14293183386325836
0.02,2023-04-24 11:11:00.887091,,,,,,,,,,,,,,
,2023-04-24 11:11:01.967612,0.1638425886631012,0.0007821195758879185,0.1638425886631012,4599.0,26.0,,,,,,,,,
0.02,2023-04-24 11:11:55.031275,,,,,,,,,,,,,,
,2023-04-24 11:11:56.119587,0.11487726122140884,0.0004304849717300385,0.11487726122140884,4649.0,26.0,,,,,,,,,
0.02,2023-04-24 11:12:49.221329,,,,,,,,,,,,,,
,2023-04-24 11:12:50.293038,0.08388546109199524,0.00029269815422594547,0.08388546109199524,4699.0,26.0,,,,,,,,,
,2023-04-24 11:13:20.174724,,,,,26.0,0.12491454184055328,0.0005139678250998259,0.12491454184055328,0.0811963751912117,0.00030744943069294095,0.0811963751912117,,,
,2023-04-24 11:13:20.219907,,,,,26.0,,,,,,,0.13798433542251587,0.001989333890378475,0.13798433542251587
0.02,2023-04-24 11:13:46.427884,,,,,,,,,,,,,,
,2023-04-24 11:13:47.499104,0.04179289564490318,0.00015119393356144428,0.04179289564490318,4749.0,27.0,,,,,,,,,
0.02,2023-04-24 11:14:40.430638,,,,,,,,,,,,,,
,2023-04-24 11:14:41.507180,0.226455420255661,0.0009356353548355401,0.226455420255661,4799.0,27.0,,,,,,,,,
0.02,2023-04-24 11:15:34.488942,,,,,,,,,,,,,,
,2023-04-24 11:15:35.566345,0.18408113718032837,0.0007743739988654852,0.18408113718032837,4849.0,27.0,,,,,,,,,
0.02,2023-04-24 11:16:28.541612,,,,,,,,,,,,,,
,2023-04-24 11:16:29.617863,0.1813204437494278,0.001493191346526146,0.1813204437494278,4899.0,27.0,,,,,,,,,
,2023-04-24 11:16:32.380417,,,,,27.0,0.10293089598417282,0.0004732110828626901,0.10293089598417282,0.06378284841775894,0.00022729256306774914,0.06378284841775894,,,
,2023-04-24 11:16:32.469752,,,,,27.0,,,,,,,0.14454367756843567,0.002654250478371978,0.14454367756843567
0.02,2023-04-24 11:17:25.597097,,,,,,,,,,,,,,
,2023-04-24 11:17:26.681624,0.09498153626918793,0.0003200468490831554,0.09498153626918793,4949.0,28.0,,,,,,,,,
0.02,2023-04-24 11:18:19.606846,,,,,,,,,,,,,,
,2023-04-24 11:18:22.308791,0.12842300534248352,0.0004684894229285419,0.12842300534248352,4999.0,28.0,,,,,,,,,
0.02,2023-04-24 11:21:52.475352,,,,,,,,,,,,,,
