lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2023-04-20 01:39:16.198288,0.05830159783363342,0.000204688505618833,0.05830159783363342,349.0,2.0,,,,,,,,,
0.02,2023-04-20 01:40:04.811029,,,,,,,,,,,,,,
,2023-04-20 01:40:05.797229,0.2559416592121124,0.003084976226091385,0.2559416592121124,399.0,2.0,,,,,,,,,
0.02,2023-04-20 01:40:54.517732,,,,,,,,,,,,,,
,2023-04-20 01:40:55.501989,0.11426261067390442,0.0005032515036873519,0.11426261067390442,449.0,2.0,,,,,,,,,
,2023-04-20 01:40:57.798999,,,,,2.0,0.18660174310207367,0.0029889841098338366,0.18660174310207367,0.1905338168144226,0.002841747598722577,0.1905338168144226,,,
,2023-04-20 01:40:57.841874,,,,,2.0,,,,,,,0.14980719983577728,0.0015119428280740976,0.14980719983577728
0.02,2023-04-20 01:41:46.838794,,,,,,,,,,,,,,
,2023-04-20 01:41:49.314444,0.04574200510978699,0.00016691219934727997,0.04574200510978699,499.0,3.0,,,,,,,,,
0.02,2023-04-20 01:45:06.578099,,,,,,,,,,,,,,
,2023-04-20 01:45:07.567417,0.2098894864320755,0.0012177214957773685,0.2098894864320755,549.0,3.0,,,,,,,,,
0.02,2023-04-20 01:45:56.274933,,,,,,,,,,,,,,
,2023-04-20 01:45:57.263962,0.22589924931526184,0.0017472654581069946,0.22589924931526184,599.0,3.0,,,,,,,,,
,2023-04-20 01:45:59.571966,,,,,3.0,0.15305517613887787,0.0006735637434758246,0.15305517613887787,0.2868362069129944,0.06736718863248825,0.2868362069129944,,,
,2023-04-20 01:45:59.644680,,,,,3.0,,,,,,,0.14568327367305756,0.0032874259632080793,0.14568327367305756
0.02,2023-04-20 01:46:48.414073,,,,,,,,,,,,,,
,2023-04-20 01:46:49.396314,0.2734505534172058,0.003680130001157522,0.2734505534172058,649.0,4.0,,,,,,,,,
0.02,2023-04-20 01:47:37.978500,,,,,,,,,,,,,,
,2023-04-20 01:47:38.967757,0.13048811256885529,0.0005074988584965467,0.13048811256885529,699.0,4.0,,,,,,,,,
0.02,2023-04-20 01:48:27.631295,,,,,,,,,,,,,,
,2023-04-20 01:48:28.615362,0.2654707133769989,0.016373949125409126,0.2654707133769989,749.0,4.0,,,,,,,,,
,2023-04-20 01:48:30.915866,,,,,4.0,0.09302130341529846,0.00040167311090044677,0.09302130341529846,0.2513152062892914,0.019468948245048523,0.2513152062892914,,,
,2023-04-20 01:48:30.957939,,,,,4.0,,,,,,,0.1554756462574005,0.004176787566393614,0.1554756462574005
0.02,2023-04-20 01:49:19.863475,,,,,,,,,,,,,,
,2023-04-20 01:49:20.850390,0.2829910218715668,0.003104238538071513,0.2829910218715668,799.0,5.0,,,,,,,,,
0.02,2023-04-20 01:50:09.483567,,,,,,,,,,,,,,
,2023-04-20 01:50:10.466055,0.12906722724437714,0.0005000579403713346,0.12906722724437714,849.0,5.0,,,,,,,,,
0.02,2023-04-20 01:50:59.130503,,,,,,,,,,,,,,
,2023-04-20 01:51:00.111613,0.07439900189638138,0.000267873692791909,0.07439900189638138,899.0,5.0,,,,,,,,,
,2023-04-20 01:51:02.431998,,,,,5.0,0.11674182116985321,0.0004924960667267442,0.11674182116985321,0.11612720787525177,0.0004529227444436401,0.11612720787525177,,,
,2023-04-20 01:51:02.504849,,,,,5.0,,,,,,,0.14316876232624054,0.0016186704160645604,0.14316876232624054
0.02,2023-04-20 01:51:51.393057,,,,,,,,,,,,,,
,2023-04-20 01:51:52.376179,0.06090838462114334,0.00020948736346326768,0.06090838462114334,949.0,6.0,,,,,,,,,
0.02,2023-04-20 01:52:40.909841,,,,,,,,,,,,,,
,2023-04-20 01:52:43.317447,0.09793291985988617,0.0004303977475501597,0.09793291985988617,999.0,6.0,,,,,,,,,
0.02,2023-04-20 01:55:56.064498,,,,,,,,,,,,,,
,2023-04-20 01:55:57.051989,0.10076665878295898,0.0006802608841098845,0.10076665878295898,1049.0,6.0,,,,,,,,,
,2023-04-20 01:55:59.382507,,,,,6.0,0.12790325284004211,0.0008042281260713935,0.12790325284004211,0.18766175210475922,0.0016627961304038763,0.18766175210475922,,,
,2023-04-20 01:55:59.434174,,,,,6.0,,,,,,,0.14101561903953552,0.0018780298996716738,0.14101561903953552
0.02,2023-04-20 01:56:48.171139,,,,,,,,,,,,,,
,2023-04-20 01:56:49.158426,0.05982210487127304,0.00022267072927206755,0.05982210487127304,1099.0,7.0,,,,,,,,,
0.02,2023-04-20 01:57:37.714512,,,,,,,,,,,,,,
,2023-04-20 01:57:38.704083,0.1740150898694992,0.0009311198955401778,0.1740150898694992,1149.0,7.0,,,,,,,,,
0.02,2023-04-20 01:58:27.369903,,,,,,,,,,,,,,
,2023-04-20 01:58:28.355908,0.20818868279457092,0.0015135463327169418,0.20818868279457092,1199.0,7.0,,,,,,,,,
,2023-04-20 01:58:30.685993,,,,,7.0,0.054718002676963806,0.00020247421343810856,0.054718002676963806,0.12331467121839523,0.0004520417423918843,0.12331467121839523,,,
,2023-04-20 01:58:30.774164,,,,,7.0,,,,,,,0.14844907820224762,0.0026446867268532515,0.14844907820224762
0.02,2023-04-20 01:59:19.600832,,,,,,,,,,,,,,
,2023-04-20 01:59:20.589416,0.21241943538188934,0.0014704109635204077,0.21241943538188934,1249.0,8.0,,,,,,,,,
0.02,2023-04-20 02:00:09.139070,,,,,,,,,,,,,,
,2023-04-20 02:00:10.126750,0.12982650101184845,0.00046844163443893194,0.12982650101184845,1299.0,8.0,,,,,,,,,
0.02,2023-04-20 02:00:58.847175,,,,,,,,,,,,,,
,2023-04-20 02:00:59.837824,0.15257012844085693,0.0006149141700007021,0.15257012844085693,1349.0,8.0,,,,,,,,,
,2023-04-20 02:01:02.204474,,,,,8.0,0.1718265265226364,0.0017409154679626226,0.1718265265226364,0.18599766492843628,0.0036951208021491766,0.18599766492843628,,,
,2023-04-20 02:01:02.246634,,,,,8.0,,,,,,,0.14276742935180664,0.0025198254734277725,0.14276742935180664
0.02,2023-04-20 02:01:51.209887,,,,,,,,,,,,,,
,2023-04-20 02:01:52.195931,0.3765455484390259,0.00627225311473012,0.3765455484390259,1399.0,9.0,,,,,,,,,
0.02,2023-04-20 02:02:40.831963,,,,,,,,,,,,,,
,2023-04-20 02:02:41.819710,0.15787795186042786,0.000863881257828325,0.15787795186042786,1449.0,9.0,,,,,,,,,
0.02,2023-04-20 02:03:30.461932,,,,,,,,,,,,,,
,2023-04-20 02:03:32.145917,0.0468534380197525,0.00016893989231903106,0.0468534380197525,1499.0,9.0,,,,,,,,,
,2023-04-20 02:03:34.466280,,,,,9.0,0.2133057713508606,0.0012132347328588367,0.2133057713508606,0.10482645034790039,0.00036341266240924597,0.10482645034790039,,,
,2023-04-20 02:03:34.539263,,,,,9.0,,,,,,,0.14173701405525208,0.0024621139746159315,0.14173701405525208
0.02,2023-04-20 02:06:47.148846,,,,,,,,,,,,,,
,2023-04-20 02:06:48.135257,0.05243353918194771,0.00020530131587293,0.05243353918194771,1549.0,10.0,,,,,,,,,
0.02,2023-04-20 02:07:36.671835,,,,,,,,,,,,,,
,2023-04-20 02:07:37.664538,0.08017315715551376,0.0002796381013467908,0.08017315715551376,1599.0,10.0,,,,,,,,,
0.02,2023-04-20 02:08:26.384928,,,,,,,,,,,,,,
,2023-04-20 02:08:27.372980,0.043143752962350845,0.00015877175610512495,0.043143752962350845,1649.0,10.0,,,,,,,,,
,2023-04-20 02:08:29.668741,,,,,10.0,0.19138167798519135,0.0019666601438075304,0.19138167798519135,0.21210016310214996,0.0013270450290292501,0.21210016310214996,,,
,2023-04-20 02:08:29.728052,,,,,10.0,,,,,,,0.1439710408449173,0.0038900666404515505,0.1439710408449173
0.02,2023-04-20 02:09:18.539373,,,,,,,,,,,,,,
,2023-04-20 02:09:19.525987,0.11736808717250824,0.00039308739360421896,0.11736808717250824,1699.0,11.0,,,,,,,,,
0.02,2023-04-20 02:10:08.126288,,,,,,,,,,,,,,
,2023-04-20 02:10:09.116618,0.11055977642536163,0.0004027700051665306,0.11055977642536163,1749.0,11.0,,,,,,,,,
0.02,2023-04-20 02:10:57.725197,,,,,,,,,,,,,,
,2023-04-20 02:10:58.706226,0.2988954782485962,0.0017255139537155628,0.2988954782485962,1799.0,11.0,,,,,,,,,
,2023-04-20 02:11:01.084979,,,,,11.0,0.14221058785915375,0.0010303210001438856,0.14221058785915375,0.12730325758457184,0.0011426989221945405,0.12730325758457184,,,
,2023-04-20 02:11:01.158129,,,,,11.0,,,,,,,0.15072651207447052,0.003410687204450369,0.15072651207447052
0.02,2023-04-20 02:11:50.010617,,,,,,,,,,,,,,
,2023-04-20 02:11:50.996334,0.13187091052532196,0.0013738094130530953,0.13187091052532196,1849.0,12.0,,,,,,,,,
0.02,2023-04-20 02:12:39.475156,,,,,,,,,,,,,,
,2023-04-20 02:12:40.462142,0.1880982220172882,0.0012969905510544777,0.1880982220172882,1899.0,12.0,,,,,,,,,
0.02,2023-04-20 02:13:29.120936,,,,,,,,,,,,,,
,2023-04-20 02:13:30.102864,0.05486917495727539,0.00019163302204106003,0.05486917495727539,1949.0,12.0,,,,,,,,,
,2023-04-20 02:13:32.436183,,,,,12.0,0.13921336829662323,0.0005764501984231174,0.13921336829662323,0.07917633652687073,0.00029928507865406573,0.07917633652687073,,,
,2023-04-20 02:13:32.476990,,,,,12.0,,,,,,,0.14142903685569763,0.0023016007617115974,0.14142903685569763
0.02,2023-04-20 02:14:21.301435,,,,,,,,,,,,,,
,2023-04-20 02:14:23.749972,0.12017205357551575,0.0007824251079000533,0.12017205357551575,1999.0,13.0,,,,,,,,,
0.02,2023-04-20 02:17:36.164985,,,,,,,,,,,,,,
,2023-04-20 02:17:37.152588,0.24071893095970154,0.016922712326049805,0.24071893095970154,2049.0,13.0,,,,,,,,,
0.02,2023-04-20 02:18:25.784354,,,,,,,,,,,,,,
,2023-04-20 02:18:26.766990,0.15481005609035492,0.0007600006065331399,0.15481005609035492,2099.0,13.0,,,,,,,,,
,2023-04-20 02:18:29.095997,,,,,13.0,0.3152465522289276,0.003526370506733656,0.3152465522289276,0.12895767390727997,0.00045562529703602195,0.12895767390727997,,,
,2023-04-20 02:18:29.178406,,,,,13.0,,,,,,,0.15054216980934143,0.0018816064111888409,0.15054216980934143
0.02,2023-04-20 02:19:18.047454,,,,,,,,,,,,,,
,2023-04-20 02:19:19.035279,0.1855916529893875,0.0018041424918919802,0.1855916529893875,2149.0,14.0,,,,,,,,,
0.02,2023-04-20 02:20:07.509958,,,,,,,,,,,,,,
,2023-04-20 02:20:08.501357,0.12781570851802826,0.0006129674147814512,0.12781570851802826,2199.0,14.0,,,,,,,,,
0.02,2023-04-20 02:20:57.120925,,,,,,,,,,,,,,
,2023-04-20 02:20:58.105896,0.04499232769012451,0.0001649240730330348,0.04499232769012451,2249.0,14.0,,,,,,,,,
,2023-04-20 02:21:00.443592,,,,,14.0,0.14414536952972412,0.0005479582468979061,0.14414536952972412,0.15077249705791473,0.0010514010209590197,0.15077249705791473,,,
,2023-04-20 02:21:00.501699,,,,,14.0,,,,,,,0.14524714648723602,0.0033399444073438644,0.14524714648723602
0.02,2023-04-20 02:21:49.342426,,,,,,,,,,,,,,
,2023-04-20 02:21:50.325756,0.11899007111787796,0.0006506422068923712,0.11899007111787796,2299.0,15.0,,,,,,,,,
0.02,2023-04-20 02:22:38.899727,,,,,,,,,,,,,,
,2023-04-20 02:22:39.888989,0.23012946546077728,0.004810814280062914,0.23012946546077728,2349.0,15.0,,,,,,,,,
0.02,2023-04-20 02:23:28.523214,,,,,,,,,,,,,,
,2023-04-20 02:23:29.505772,0.3032330870628357,0.003535451600328088,0.3032330870628357,2399.0,15.0,,,,,,,,,
,2023-04-20 02:23:31.794406,,,,,15.0,0.11028171330690384,0.0018750651506707072,0.11028171330690384,0.1611425131559372,0.0006832906510680914,0.1611425131559372,,,
,2023-04-20 02:23:31.868791,,,,,15.0,,,,,,,0.15223321318626404,0.0032961503602564335,0.15223321318626404
0.02,2023-04-20 02:24:20.786649,,,,,,,,,,,,,,
,2023-04-20 02:24:21.775385,0.1105160266160965,0.0004949717549607158,0.1105160266160965,2449.0,16.0,,,,,,,,,
0.02,2023-04-20 02:25:10.331843,,,,,,,,,,,,,,
,2023-04-20 02:25:12.089613,0.16614389419555664,0.000649063556920737,0.16614389419555664,2499.0,16.0,,,,,,,,,
0.02,2023-04-20 02:28:24.852906,,,,,,,,,,,,,,
,2023-04-20 02:28:25.835837,0.04447143152356148,0.00016131962183862925,0.04447143152356148,2549.0,16.0,,,,,,,,,
,2023-04-20 02:28:28.165540,,,,,16.0,0.07008945196866989,0.00026325948419980705,0.07008945196866989,0.3185412883758545,0.009212429635226727,0.3185412883758545,,,
,2023-04-20 02:28:28.209919,,,,,16.0,,,,,,,0.14110176265239716,0.00271504744887352,0.14110176265239716
0.02,2023-04-20 02:29:17.008488,,,,,,,,,,,,,,
,2023-04-20 02:29:17.993286,0.019948668777942657,8.265588257927448e-05,0.019948668777942657,2599.0,17.0,,,,,,,,,
0.02,2023-04-20 02:30:06.557867,,,,,,,,,,,,,,
,2023-04-20 02:30:07.548290,0.17855536937713623,0.0007988528232090175,0.17855536937713623,2649.0,17.0,,,,,,,,,
0.02,2023-04-20 02:30:56.189940,,,,,,,,,,,,,,
,2023-04-20 02:30:57.178846,0.13354019820690155,0.000691839202772826,0.13354019820690155,2699.0,17.0,,,,,,,,,
,2023-04-20 02:30:59.513663,,,,,17.0,0.13778237998485565,0.0005700530600734055,0.13778237998485565,0.06443850696086884,0.0002235021092928946,0.06443850696086884,,,
,2023-04-20 02:30:59.585363,,,,,17.0,,,,,,,0.1468559056520462,0.002858860418200493,0.1468559056520462
0.02,2023-04-20 02:31:48.507362,,,,,,,,,,,,,,
,2023-04-20 02:31:49.493706,0.23446834087371826,0.0030583280604332685,0.23446834087371826,2749.0,18.0,,,,,,,,,
0.02,2023-04-20 02:32:38.085631,,,,,,,,,,,,,,
,2023-04-20 02:32:39.066106,0.1144818365573883,0.00043250026647001505,0.1144818365573883,2799.0,18.0,,,,,,,,,
0.02,2023-04-20 02:33:27.722729,,,,,,,,,,,,,,
,2023-04-20 02:33:28.706092,0.13098961114883423,0.00048053194768726826,0.13098961114883423,2849.0,18.0,,,,,,,,,
,2023-04-20 02:33:31.020035,,,,,18.0,0.276724636554718,0.003082355484366417,0.276724636554718,0.08661261945962906,0.00037487014196813107,0.08661261945962906,,,
,2023-04-20 02:33:31.054852,,,,,18.0,,,,,,,0.14192897081375122,0.002385854721069336,0.14192897081375122
0.02,2023-04-20 02:34:19.811654,,,,,,,,,,,,,,
,2023-04-20 02:34:20.795618,0.024595899507403374,9.817331738304347e-05,0.024595899507403374,2899.0,19.0,,,,,,,,,
0.02,2023-04-20 02:35:09.344169,,,,,,,,,,,,,,
,2023-04-20 02:35:10.331503,0.2956910729408264,0.002437975024804473,0.2956910729408264,2949.0,19.0,,,,,,,,,
0.02,2023-04-20 02:35:58.954121,,,,,,,,,,,,,,
,2023-04-20 02:36:00.628077,0.09832998365163803,0.0003345405275467783,0.09832998365163803,2999.0,19.0,,,,,,,,,
,2023-04-20 02:36:02.899999,,,,,19.0,0.14810243248939514,0.0009579625329934061,0.14810243248939514,0.1385076493024826,0.001106379320845008,0.1385076493024826,,,
,2023-04-20 02:36:02.960768,,,,,19.0,,,,,,,0.1434432417154312,0.002748226746916771,0.1434432417154312
0.02,2023-04-20 02:39:15.654907,,,,,,,,,,,,,,
,2023-04-20 02:39:16.642349,0.030764291062951088,0.0001244950108230114,0.030764291062951088,3049.0,20.0,,,,,,,,,
0.02,2023-04-20 02:40:05.203374,,,,,,,,,,,,,,
,2023-04-20 02:40:06.189096,0.05244847759604454,0.00018381173140369356,0.05244847759604454,3099.0,20.0,,,,,,,,,
0.02,2023-04-20 02:40:54.743882,,,,,,,,,,,,,,
,2023-04-20 02:40:55.728073,0.12587520480155945,0.0007806096109561622,0.12587520480155945,3149.0,20.0,,,,,,,,,
,2023-04-20 02:40:58.055117,,,,,20.0,0.07590194791555405,0.000284497975371778,0.07590194791555405,0.11060863733291626,0.0004680361016653478,0.11060863733291626,,,
,2023-04-20 02:40:58.114942,,,,,20.0,,,,,,,0.15259291231632233,0.0030756047926843166,0.15259291231632233
0.02,2023-04-20 02:41:46.874839,,,,,,,,,,,,,,
,2023-04-20 02:41:47.860728,0.09011470526456833,0.00029985953005962074,0.09011470526456833,3199.0,21.0,,,,,,,,,
0.02,2023-04-20 02:42:36.386938,,,,,,,,,,,,,,
,2023-04-20 02:42:37.377293,0.2476755678653717,0.0019317306578159332,0.2476755678653717,3249.0,21.0,,,,,,,,,
0.02,2023-04-20 02:43:25.966161,,,,,,,,,,,,,,
,2023-04-20 02:43:26.953553,0.27157872915267944,0.001890979940071702,0.27157872915267944,3299.0,21.0,,,,,,,,,
,2023-04-20 02:43:29.237683,,,,,21.0,0.08164974302053452,0.00027472071815282106,0.08164974302053452,0.05331183597445488,0.0001903989614220336,0.05331183597445488,,,
,2023-04-20 02:43:29.317780,,,,,21.0,,,,,,,0.1421450823545456,0.0017210583901032805,0.1421450823545456
0.02,2023-04-20 02:44:18.143538,,,,,,,,,,,,,,
,2023-04-20 02:44:19.129344,0.06855690479278564,0.00023899771622382104,0.06855690479278564,3349.0,22.0,,,,,,,,,
0.02,2023-04-20 02:45:07.658155,,,,,,,,,,,,,,
,2023-04-20 02:45:08.647942,0.19178766012191772,0.0013715317472815514,0.19178766012191772,3399.0,22.0,,,,,,,,,
0.02,2023-04-20 02:45:57.294693,,,,,,,,,,,,,,
,2023-04-20 02:45:58.279831,0.17273184657096863,0.0012089255033060908,0.17273184657096863,3449.0,22.0,,,,,,,,,
,2023-04-20 02:46:00.556147,,,,,22.0,0.10912248492240906,0.0004655478987842798,0.10912248492240906,0.07236162573099136,0.0002505785378161818,0.07236162573099136,,,
,2023-04-20 02:46:00.595299,,,,,22.0,,,,,,,0.14749474823474884,0.004570646211504936,0.14749474823474884
0.02,2023-04-20 02:46:49.416168,,,,,,,,,,,,,,
,2023-04-20 02:46:51.818974,0.15616190433502197,0.0006093888659961522,0.15616190433502197,3499.0,23.0,,,,,,,,,
0.02,2023-04-20 02:50:04.259554,,,,,,,,,,,,,,
,2023-04-20 02:50:05.247663,0.08533957600593567,0.00034876653808169067,0.08533957600593567,3549.0,23.0,,,,,,,,,
0.02,2023-04-20 02:50:53.873489,,,,,,,,,,,,,,
,2023-04-20 02:50:54.860120,0.12128850817680359,0.0004187371232546866,0.12128850817680359,3599.0,23.0,,,,,,,,,
,2023-04-20 02:50:57.150178,,,,,23.0,0.10167521983385086,0.0003736993239726871,0.10167521983385086,0.1892780065536499,0.000802139809820801,0.1892780065536499,,,
,2023-04-20 02:50:57.220019,,,,,23.0,,,,,,,0.14278240501880646,0.003987298347055912,0.14278240501880646
0.02,2023-04-20 02:51:46.007516,,,,,,,,,,,,,,
,2023-04-20 02:51:46.988972,0.15618550777435303,0.0007553002214990556,0.15618550777435303,3649.0,24.0,,,,,,,,,
0.02,2023-04-20 02:52:35.442160,,,,,,,,,,,,,,
,2023-04-20 02:52:36.427786,0.1396246701478958,0.0010397187434136868,0.1396246701478958,3699.0,24.0,,,,,,,,,
0.02,2023-04-20 02:53:24.986615,,,,,,,,,,,,,,
,2023-04-20 02:53:25.970095,0.15699012577533722,0.0006321506225503981,0.15699012577533722,3749.0,24.0,,,,,,,,,
,2023-04-20 02:53:28.275389,,,,,24.0,0.1389554738998413,0.05236690118908882,0.1389554738998413,0.17061583697795868,0.0007560105877928436,0.17061583697795868,,,
,2023-04-20 02:53:28.312417,,,,,24.0,,,,,,,0.14129580557346344,0.002779352245852351,0.14129580557346344
0.02,2023-04-20 02:54:17.050262,,,,,,,,,,,,,,
,2023-04-20 02:54:18.036779,0.14743547141551971,0.0006516691064462066,0.14743547141551971,3799.0,25.0,,,,,,,,,
0.02,2023-04-20 02:55:06.656549,,,,,,,,,,,,,,
,2023-04-20 02:55:07.643702,0.10039466619491577,0.0003527536173351109,0.10039466619491577,3849.0,25.0,,,,,,,,,
0.02,2023-04-20 02:55:56.269334,,,,,,,,,,,,,,
,2023-04-20 02:55:57.251272,0.05813298001885414,0.00020605287863872945,0.05813298001885414,3899.0,25.0,,,,,,,,,
,2023-04-20 02:55:59.519543,,,,,25.0,0.22801028192043304,0.0038753740955144167,0.22801028192043304,0.19222122430801392,0.002535253530368209,0.19222122430801392,,,
,2023-04-20 02:55:59.594286,,,,,25.0,,,,,,,0.13882723450660706,0.0028807162307202816,0.13882723450660706
0.02,2023-04-20 02:56:48.446208,,,,,,,,,,,,,,
,2023-04-20 02:56:49.434319,0.034198056906461716,0.00013159240188542753,0.034198056906461716,3949.0,26.0,,,,,,,,,
0.02,2023-04-20 02:57:37.991904,,,,,,,,,,,,,,
,2023-04-20 02:57:39.726605,0.08915867656469345,0.00032069016015157104,0.08915867656469345,3999.0,26.0,,,,,,,,,
0.02,2023-04-20 03:00:52.027819,,,,,,,,,,,,,,
,2023-04-20 03:00:53.012631,0.2345215529203415,0.10844921320676804,0.2345215529203415,4049.0,26.0,,,,,,,,,
,2023-04-20 03:00:55.293898,,,,,26.0,0.09204243123531342,0.0006196125759743154,0.09204243123531342,0.20378506183624268,0.0016490876441821456,0.20378506183624268,,,
,2023-04-20 03:00:55.346790,,,,,26.0,,,,,,,0.14382803440093994,0.004341526888310909,0.14382803440093994
0.02,2023-04-20 03:01:44.046242,,,,,,,,,,,,,,
,2023-04-20 03:01:45.033358,0.08052290230989456,0.00030149967642500997,0.08052290230989456,4099.0,27.0,,,,,,,,,
0.02,2023-04-20 03:02:33.587363,,,,,,,,,,,,,,
,2023-04-20 03:02:34.580451,0.08076523244380951,0.0002787883277051151,0.08076523244380951,4149.0,27.0,,,,,,,,,
0.02,2023-04-20 03:03:23.228564,,,,,,,,,,,,,,
,2023-04-20 03:03:24.218216,0.20349372923374176,0.0010708473855629563,0.20349372923374176,4199.0,27.0,,,,,,,,,
,2023-04-20 03:03:26.524056,,,,,27.0,0.08661467581987381,0.0002903896674979478,0.08661467581987381,0.19128037989139557,0.0009372227359563112,0.19128037989139557,,,
,2023-04-20 03:03:26.607332,,,,,27.0,,,,,,,0.1357332319021225,0.0018211686983704567,0.1357332319021225
0.02,2023-04-20 03:04:15.505592,,,,,,,,,,,,,,
,2023-04-20 03:04:16.491498,0.11949008703231812,0.00041479215724393725,0.11949008703231812,4249.0,28.0,,,,,,,,,
0.02,2023-04-20 03:05:05.012564,,,,,,,,,,,,,,
,2023-04-20 03:05:05.992332,0.19549456238746643,0.009131788276135921,0.19549456238746643,4299.0,28.0,,,,,,,,,
0.02,2023-04-20 03:05:54.529016,,,,,,,,,,,,,,
,2023-04-20 03:05:55.513262,0.11862623691558838,0.00046231510350480676,0.11862623691558838,4349.0,28.0,,,,,,,,,
,2023-04-20 03:05:57.864529,,,,,28.0,0.18281692266464233,0.0018804605351760983,0.18281692266464233,0.22601540386676788,0.0013393359258770943,0.22601540386676788,,,
,2023-04-20 03:05:57.901595,,,,,28.0,,,,,,,0.14455223083496094,0.001829964341595769,0.14455223083496094
0.02,2023-04-20 03:06:46.734318,,,,,,,,,,,,,,
,2023-04-20 03:06:47.718454,0.1456231027841568,0.0010427066590636969,0.1456231027841568,4399.0,29.0,,,,,,,,,
0.02,2023-04-20 03:07:36.338238,,,,,,,,,,,,,,
,2023-04-20 03:07:37.325043,0.0960933119058609,0.0003641950897872448,0.0960933119058609,4449.0,29.0,,,,,,,,,
0.02,2023-04-20 03:08:25.871603,,,,,,,,,,,,,,
,2023-04-20 03:08:27.608161,0.09888972342014313,0.00039480323903262615,0.09888972342014313,4499.0,29.0,,,,,,,,,
,2023-04-20 03:08:29.936540,,,,,29.0,0.08781037479639053,0.00035719736479222775,0.08781037479639053,0.12346778064966202,0.0009127426310442388,0.12346778064966202,,,
,2023-04-20 03:08:30.033757,,,,,29.0,,,,,,,0.1400945633649826,0.0014303862117230892,0.1400945633649826
0.02,2023-04-20 03:11:42.758794,,,,,,,,,,,,,,
,2023-04-20 03:11:43.746706,0.150113046169281,0.0028248270973563194,0.150113046169281,4549.0,30.0,,,,,,,,,
0.02,2023-04-20 03:12:32.341809,,,,,,,,,,,,,,
,2023-04-20 03:12:33.332320,0.16188153624534607,0.0008272849372588098,0.16188153624534607,4599.0,30.0,,,,,,,,,
0.02,2023-04-20 03:13:22.039356,,,,,,,,,,,,,,
,2023-04-20 03:13:23.028853,0.08221457898616791,0.00030160718597471714,0.08221457898616791,4649.0,30.0,,,,,,,,,
,2023-04-20 03:13:25.303964,,,,,30.0,0.20663538575172424,0.0021325768902897835,0.20663538575172424,0.15477631986141205,0.0006683182436972857,0.15477631986141205,,,
,2023-04-20 03:13:25.355342,,,,,30.0,,,,,,,0.14275509119033813,0.0026375497691333294,0.14275509119033813
0.02,2023-04-20 03:14:14.154734,,,,,,,,,,,,,,
,2023-04-20 03:14:15.143070,0.1267475187778473,0.0004429828841239214,0.1267475187778473,4699.0,31.0,,,,,,,,,
0.02,2023-04-20 03:15:03.688055,,,,,,,,,,,,,,
,2023-04-20 03:15:04.680437,0.30950742959976196,0.11934491246938705,0.30950742959976196,4749.0,31.0,,,,,,,,,
0.02,2023-04-20 03:15:53.316244,,,,,,,,,,,,,,
,2023-04-20 03:15:54.304593,0.18312755227088928,0.002419085707515478,0.18312755227088928,4799.0,31.0,,,,,,,,,
